Player,Innings Bowled In,Balls Bowled,Runs Conceded,Wickets Taken,Best Bowling In An Innings,Bowling Avg,Economy Rate,Bowling Strike Rate,Four Wickets In An Innings,Five Wickets In An Innings,200+ Wickets Taken,<35.00 Bowling Avg,<4.00 Economy Rate,<40.00 Bowling Strike Rate
RT Latham (1990-1994),21,450,386,11,May-32,35.09,5.14,40.9,0,1,0,0,0,0
RJ Nicol (2011-2013),17,339,329,10,Apr-19,32.9,5.82,33.9,1,0,0,0,0,0
KR Rutherford (1985-1995),17,389,323,10,Feb-39,32.3,4.98,38.9,0,0,0,0,0,0
ML Su'a (1992-1995),12,463,367,9,Apr-59,40.77,4.75,51.4,1,0,0,0,0,0
RP de Groen (1993-1994),12,549,478,8,Feb-34,59.75,5.22,68.6,0,0,0,0,0,0
EJ Gray (1984-1988),9,386,286,8,Feb-26,35.75,4.44,48.2,0,0,0,0,0,0
JFM Morrison (1975-1983),7,283,199,8,Mar-24,24.87,4.21,35.3,0,0,0,0,0,0
MW Priest (1990-1998),17,752,590,8,Feb-27,73.75,4.7,94,0,0,0,0,0,0
BGK Walker (2000-2002),11,438,417,8,Feb-43,52.12,5.71,54.7,0,0,0,0,0,0
BM Wheeler (2015-2015),6,309,315,8,Mar-63,39.37,6.11,38.6,0,0,0,0,0,0
TD Astle (2017-2018),5,168,150,7,Mar-33,21.42,5.35,24,0,0,0,0,0,0
BE Congdon (1973-1978),10,437,287,7,Feb-17,41,3.94,62.4,0,0,0,0,0,0
C Munro (2013-2019),22,474,408,7,02-Oct,58.28,5.16,67.7,0,0,0,0,0,0
GE Bradburn (1990-2001),10,385,318,6,Feb-18,53,4.95,64.1,0,0,0,0,0,0
PE McEwan (1980-1985),10,420,353,6,Feb-29,58.83,5.04,70,0,0,0,0,0,0
GK Robertson (1981-1989),10,498,321,6,Feb-29,53.5,3.86,83,0,0,0,0,0,0
DA Stirling (1984-1984),6,246,207,6,Feb-29,34.5,5.04,41,0,0,0,0,0,0
TK Canning (2003-2005),4,204,203,5,Feb-30,40.6,5.97,40.8,0,0,0,0,0,0
RJ Kennedy (1996-1996),7,312,283,5,Feb-36,56.6,5.44,62.4,0,0,0,0,0,0
SC Kuggeleijn (2017-2017),2,84,58,5,Mar-41,11.6,4.14,16.8,0,0,0,0,0,0
TS Nethula (2012-2012),5,264,249,5,Feb-41,49.8,5.65,52.8,0,0,0,0,0,0
AP Devcich (2013-2016),11,324,291,4,Feb-33,72.75,5.38,81,0,0,0,0,0,0
CJ Drum (1999-1999),5,216,261,4,Feb-31,65.25,7.25,54,0,0,0,0,0,0
MJ Guptill (2009-2019),11,109,98,4,02-Jun,24.5,5.39,27.2,0,0,0,0,0,0
AH Jones (1987-1995),11,306,216,4,Feb-42,54,4.23,76.5,0,0,0,0,0,0
JP Millmow (1990-1990),5,270,232,4,Feb-22,58,5.15,67.5,0,0,0,0,0,0
BR Taylor (1973-1973),2,114,62,4,Mar-25,15.5,3.26,28.5,0,0,0,0,0,0
RG Twose (1995-2001),11,272,235,4,Feb-31,58.75,5.18,68,0,0,0,0,0,0
MDJ Walker (2003-2003),3,132,119,4,Apr-49,29.75,5.4,33,1,0,0,0,0,0
RJ Webb (1983-1983),3,161,105,4,Feb-28,26.25,3.91,40.2,0,0,0,0,0,0
JW Wilson (1993-2005),6,242,260,4,Feb-21,65,6.44,60.5,0,0,0,0,0,0
GP Howarth (1975-1985),7,90,68,3,01-Apr,22.66,4.53,30,0,0,0,0,0,0
LW Stott (1979-1979),1,72,48,3,Mar-48,16,4,24,0,0,0,0,0,0
GP Sulzberger (2000-2000),3,132,102,3,Jan-28,34,4.63,44,0,0,0,0,0,0
AR Tait (1998-1999),5,120,88,3,Feb-37,29.33,4.4,40,0,0,0,0,0,0
LJ Woodcock (2011-2011),4,164,155,3,Feb-58,51.66,5.67,54.6,0,0,0,0,0,0
MD Bates (2012-2012),2,84,52,2,Jan-24,26,3.71,42,0,0,0,0,0,0
DR O'Sullivan (1974-1976),3,168,123,2,Jan-38,61.5,4.39,84,0,0,0,0,0,0
KP Walmsley (2003-2003),2,120,117,2,Jan-53,58.5,5.85,60,0,0,0,0,0,0
GW Aldridge (2011-2011),2,114,98,1,Jan-45,98,5.15,114,0,0,0,0,0,0
BR Blair (1982-1986),2,30,34,1,01-Jul,34,6.8,30,0,0,0,0,0,0
BP Bracewell (1978-1978),1,66,41,1,Jan-41,41,3.72,66,0,0,0,0,0,0
VR Brown (1988-1988),2,66,75,1,Jan-24,75,6.81,66,0,0,0,0,0,0
MG Burgess (1973-1981),3,74,69,1,01-Oct,69,5.59,74,0,0,0,0,0,0
GN Edwards (1976-1981),1,6,5,1,01-May,5,5,6,0,0,0,0,0,0
SP Fleming (1994-2007),3,29,28,1,01-Aug,28,5.79,29,0,0,0,0,0,0
LJ Hamilton (2005-2005),2,108,143,1,Jan-76,143,7.94,108,0,0,0,0,0,0
MJ Haslam (1992-1992),1,30,28,1,Jan-28,28,5.6,30,0,0,0,0,0,0
AW Mathieson (2015-2015),1,24,40,1,Jan-40,40,10,24,0,0,0,0,0,0
JM Parker (1974-1981),1,16,10,1,01-Oct,10,3.75,16,0,0,0,0,0,0
AJ Penn (1997-2001),5,159,201,1,Jan-50,201,7.58,159,0,0,0,0,0,0
SHA Rance (2017-2017),2,105,110,1,Jan-44,110,6.28,105,0,0,0,0,0,0
RB Reid (1988-1991),1,7,13,1,Jan-13,13,11.14,7,0,0,0,0,0,0
ADG Roberts (1976-1976),1,56,30,1,Jan-30,30,3.21,56,0,0,0,0,0,0
L Vincent (2001-2007),3,20,25,1,1/0,25,7.5,20,0,0,0,0,0,0
CE Bulfin (1999-1999),3,102,109,0,-,-,6.41,-,0,0,0,0,0,0
JJ Crowe (1983-1990),1,6,1,0,-,-,1,-,0,0,0,0,0,0
CD Cumming (2003-2009),1,18,17,0,-,-,5.66,-,0,0,0,0,0,0
BJ Diamanti (2009-2009),1,12,25,0,-,-,12.5,-,0,0,0,0,0,0
BA Edgar (1978-1986),1,12,5,0,-,-,2.5,-,0,0,0,0,0,0
DR Flynn (2008-2012),3,24,25,0,-,-,6.25,-,0,0,0,0,0,0
MJ Greatbatch (1988-1996),1,6,5,0,-,-,5,-,0,0,0,0,0,0
RL Hayes (1995-1995),1,42,31,0,-,-,4.42,-,0,0,0,0,0,0
MB Owens (1992-1992),1,48,37,0,-,-,4.62,-,0,0,0,0,0,0
SJ Roberts (1990-1990),2,42,47,0,-,-,6.71,-,0,0,0,0,0,0
CM Spearman (1995-2001),1,3,6,0,-,-,12,-,0,0,0,0,0,0
LRPL Taylor (2006-2019),4,42,35,0,-,-,5,-,0,0,0,0,0,0
EP Thompson (2009-2009),1,24,42,0,-,-,10.5,-,0,0,0,0,0,0
GM Turner (1973-1983),1,6,0,0,-,-,0,-,0,0,0,0,0,0
WA Wisneski (2000-2000),3,114,123,0,-,-,6.47,-,0,0,0,0,0,0
GH Worker (2015-2018),1,6,5,0,-,-,5,-,0,0,0,0,0,0
JG Wright (1978-1992),3,24,8,0,-,-,2,-,0,0,0,0,0,0
RW Anderson (1976-1978),-,-,-,-,-,-,-,-,-,-,0,0,0,0
MD Bailey (1998-1998),-,-,-,-,-,-,-,-,-,-,0,0,0,0
MD Bell (1998-2001),-,-,-,-,-,-,-,-,-,-,0,0,0,0
TE Blain (1986-1994),-,-,-,-,-,-,-,-,-,-,0,0,0,0
NT Broom (2009-2017),-,-,-,-,-,-,-,-,-,-,0,0,0,0
DG Brownlie (2012-2017),-,-,-,-,-,-,-,-,-,-,0,0,0,0
MS Chapman (2018-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
PG Coman (1973-1974),-,-,-,-,-,-,-,-,-,-,0,0,0,0
MW Douglas (1994-1995),-,-,-,-,-,-,-,-,-,-,0,0,0,0
TJ Franklin (1983-1988),-,-,-,-,-,-,-,-,-,-,0,0,0,0
PG Fulton (2004-2009),-,-,-,-,-,-,-,-,-,-,0,0,0,0
LK Germon (1994-1997),-,-,-,-,-,-,-,-,-,-,0,0,0,0
BG Hadlee (1975-1975),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RG Hart (2002-2002),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RT Hart (1985-1985),-,-,-,-,-,-,-,-,-,-,0,0,0,0
BR Hartland (1992-1994),-,-,-,-,-,-,-,-,-,-,0,0,0,0
BF Hastings (1973-1975),-,-,-,-,-,-,-,-,-,-,0,0,0,0
GJ Hopkins (2004-2010),-,-,-,-,-,-,-,-,-,-,0,0,0,0
MJ Horne (1997-2002),-,-,-,-,-,-,-,-,-,-,0,0,0,0
PA Horne (1987-1987),-,-,-,-,-,-,-,-,-,-,0,0,0,0
JM How (2005-2011),-,-,-,-,-,-,-,-,-,-,0,0,0,0
LG Howell (1998-1998),-,-,-,-,-,-,-,-,-,-,0,0,0,0
PJ Ingram (2010-2010),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RA Jones (2003-2003),-,-,-,-,-,-,-,-,-,-,0,0,0,0
TWM Latham (2012-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
WK Lees (1979-1983),-,-,-,-,-,-,-,-,-,-,0,0,0,0
BB McCullum (2002-2016),-,-,-,-,-,-,-,-,-,-,0,0,0,0
PD McGlashan (2009-2009),-,-,-,-,-,-,-,-,-,-,0,0,0,0
EB McSweeney (1986-1987),-,-,-,-,-,-,-,-,-,-,0,0,0,0
HJH Marshall (2003-2007),-,-,-,-,-,-,-,-,-,-,0,0,0,0
JAH Marshall (2005-2008),-,-,-,-,-,-,-,-,-,-,0,0,0,0
DJ Murray (1994-1994),-,-,-,-,-,-,-,-,-,-,0,0,0,0
CJ Nevin (2000-2003),-,-,-,-,-,-,-,-,-,-,0,0,0,0
HM Nicholls (2015-2019),-,-,-,-,-,-,-,-,-,-,0,0,0,0
MHW Papps (2004-2005),-,-,-,-,-,-,-,-,-,-,0,0,0,0
NM Parker (1976-1976),-,-,-,-,-,-,-,-,-,-,0,0,0,0
AC Parore (1992-2002),-,-,-,-,-,-,-,-,-,-,0,0,0,0
V Pollard (1973-1974),-,-,-,-,-,-,-,-,-,-,0,0,0,0
AJ Redmond (2009-2010),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RE Redmond (1973-1973),-,-,-,-,-,-,-,-,-,-,0,0,0,0
JF Reid (1980-1986),-,-,-,-,-,-,-,-,-,-,0,0,0,0
MH Richardson (2002-2002),-,-,-,-,-,-,-,-,-,-,0,0,0,0
L Ronchi (2013-2017),-,-,-,-,-,-,-,-,-,-,0,0,0,0
HD Rutherford (2013-2013),-,-,-,-,-,-,-,-,-,-,0,0,0,0
TL Seifert (2019-2019),-,-,-,-,-,-,-,-,-,-,0,0,0,0
MS Sinclair (2000-2009),-,-,-,-,-,-,-,-,-,-,0,0,0,0
IDS Smith (1980-1992),-,-,-,-,-,-,-,-,-,-,0,0,0,0
SL Stewart (2010-2010),-,-,-,-,-,-,-,-,-,-,0,0,0,0
RH Vance (1988-1989),-,-,-,-,-,-,-,-,-,-,0,0,0,0
GE Vivian (1973-1973),-,-,-,-,-,-,-,-,-,-,0,0,0,0
KJ Wadsworth (1973-1976),-,-,-,-,-,-,-,-,-,-,0,0,0,0
BJ Watling (2010-2018),-,-,-,-,-,-,-,-,-,-,0,0,0,0
PN Webb (1983-1984),-,-,-,-,-,-,-,-,-,-,0,0,0,0
DJ White (1990-1990),-,-,-,-,-,-,-,-,-,-,0,0,0,0
BA Young (1990-1999),-,-,-,-,-,-,-,-,-,-,0,0,0,0
A Kumble (1990-2007),263,14376,10300,334,06-Dec,30.83,4.29,43,8,2,1,1,0,0
J Srinath (1991-2003),227,11935,8847,315,May-23,28.08,4.44,37.8,7,3,1,1,0,1
AB Agarkar (1998-2007),188,9484,8021,288,Jun-42,27.85,5.07,32.9,10,2,1,1,0,1
Z Khan (2000-2012),191,9815,8102,269,May-42,30.11,4.95,36.4,7,1,1,1,0,1
Harbhajan Singh (1998-2015),225,12359,8872,265,May-31,33.47,4.3,46.6,2,3,1,1,0,0
N Kapil Dev (1978-1994),221,11202,6945,253,May-43,27.45,3.71,44.2,3,1,1,1,1,0
BKV Prasad (1994-2001),160,8129,6332,196,May-27,32.3,4.67,41.4,3,1,0,1,0,0
IK Pathan (2004-2012),118,5855,5142,173,May-27,29.72,5.26,33.8,5,2,0,1,0,1
RA Jadeja (2009-2018),140,7255,5905,169,May-36,34.94,4.88,42.9,7,1,0,1,0,0
M Prabhakar (1984-1996),127,6360,4534,157,May-33,28.87,4.27,40.5,4,2,0,1,0,0
A Nehra (2001-2011),117,5637,4899,155,Jun-23,31.6,5.21,36.3,5,2,0,1,0,1
SR Tendulkar (1989-2012),270,8054,6850,154,May-32,44.48,5.1,52.2,4,2,0,0,0,0
R Ashwin (2010-2017),109,6021,4937,150,Apr-25,32.91,4.91,40.1,1,0,0,1,0,0
RJ Shastri (1981-1992),136,6613,4650,129,May-15,36.04,4.21,51.2,2,1,0,0,0,0
I Sharma (2007-2016),78,3733,3563,115,Apr-34,30.98,5.72,32.4,6,0,0,1,0,1
Yuvraj Singh (2000-2017),158,4988,4227,110,May-31,38.42,5.08,45.3,2,1,0,0,0,0
UT Yadav (2010-2018),73,3558,3565,106,Apr-31,33.63,6.01,33.5,4,0,0,1,0,1
SC Ganguly (1992-2007),170,4543,3835,100,May-16,38.35,5.06,45.4,1,2,0,0,0,0
B Kumar (2012-2018),94,4552,3784,99,May-42,38.22,4.98,45.9,2,1,0,0,0,0
Mohammed Shami (2013-2018),51,2645,2449,94,Apr-35,26.05,5.55,28.1,6,0,0,1,0,1
V Sehwag (1999-2013),142,4290,3737,94,04-Jun,39.75,5.22,45.6,1,0,0,0,0,0
MM Patel (2006-2011),67,3154,2603,86,Apr-29,30.26,4.95,36.6,3,0,0,1,0,1
JJ Bumrah (2016-2018),44,2212,1639,78,May-27,21.01,4.44,28.3,4,1,0,1,0,1
RMH Binny (1980-1987),67,2957,2260,77,Apr-29,29.35,4.58,38.4,3,0,0,1,0,1
P Kumar (2007-2012),67,3242,2774,77,Apr-31,36.02,5.13,42.1,3,0,0,0,0,0
S Sreesanth (2005-2011),52,2476,2508,75,Jun-55,33.44,6.07,33,2,1,0,1,0,1
S Madan Lal (1974-1987),64,3164,2137,73,Apr-20,29.27,4.05,43.3,2,0,0,1,0,0
SB Joshi (1996-2001),67,3386,2509,69,05-Jun,36.36,4.44,49,1,1,0,0,0,0
RP Singh (2005-2011),57,2565,2343,69,Apr-35,33.95,5.48,37.1,2,0,0,1,0,1
RR Singh (1989-2001),117,3734,2985,69,May-22,43.26,4.79,54.1,0,2,0,0,0,0
Kuldeep Yadav (2017-2018),31,1704,1345,67,Jun-25,20.07,4.73,25.4,2,1,0,1,0,1
C Sharma (1983-1994),63,2835,2336,67,Mar-22,34.86,4.94,42.3,0,0,0,1,0,0
Maninder Singh (1983-1993),57,3133,2066,66,Apr-22,31.3,3.95,47.4,1,0,0,1,1,0
A Mishra (2003-2016),34,1917,1511,64,Jun-48,23.6,4.72,29.9,2,2,0,1,0,1
SLV Raju (1990-1996),52,2770,2014,63,Apr-46,31.96,4.36,43.9,2,0,0,1,0,0
DS Mohanty (1997-2001),44,1996,1662,57,Apr-56,29.15,4.99,35,1,0,0,1,0,1
YS Chahal (2016-2018),33,1807,1431,56,May-22,25.55,4.75,32.2,1,1,0,1,0,1
M Amarnath (1975-1989),64,2730,1971,46,03-Dec,42.84,4.33,59.3,0,0,0,0,0,0
N Chopra (1998-2000),37,1835,1286,46,May-21,27.95,4.2,39.8,1,1,0,1,0,1
AR Patel (2014-2017),35,1908,1409,45,Mar-34,31.31,4.43,42.4,0,0,0,1,0,0
HH Pandya (2016-2018),41,1768,1638,40,Mar-31,40.95,5.55,44.2,0,0,0,0,0,0
R Vinay Kumar (2010-2013),31,1436,1423,38,Apr-30,37.44,5.94,37.7,1,0,0,0,0,1
M Kartik (2002-2007),36,1907,1612,37,Jun-27,43.56,5.07,51.5,0,1,0,0,0,0
SK Raina (2005-2018),101,2126,1811,36,Mar-34,50.3,5.11,59,0,0,0,0,0,0
L Balaji (2002-2009),30,1447,1344,34,Apr-48,39.52,5.57,42.5,1,0,0,0,0,0
RR Powar (2004-2007),29,1536,1191,34,Mar-24,35.02,4.65,45.1,0,0,0,0,0,0
YK Pathan (2008-2012),50,1490,1365,33,Mar-49,41.36,5.49,45.1,0,0,0,0,0,0
PP Chawla (2007-2011),25,1312,1117,32,Apr-23,34.9,5.1,41,2,0,0,1,0,0
Arshad Ayub (1987-1990),32,1769,1216,31,May-21,39.22,4.12,57,0,1,0,0,0,0
MM Sharma (2013-2015),25,1121,1020,31,Apr-22,32.9,5.45,36.1,1,0,0,1,0,1
RK Chauhan (1993-1997),34,1634,1216,29,Mar-29,41.93,4.46,56.3,0,0,0,0,0,0
A Kuruvilla (1997-1997),25,1131,890,25,Apr-43,35.6,4.72,45.2,1,0,0,0,0,0
K Srikkanth (1981-1992),33,712,641,25,May-27,25.64,5.4,28.4,0,2,0,0,0,0
Harvinder Singh (1997-2001),16,686,609,24,Mar-44,25.37,5.32,28.5,0,0,0,0,0,0
ND Hirwani (1988-1992),18,960,719,23,Apr-43,31.26,4.49,41.7,3,0,0,0,0,0
DR Doshi (1980-1982),15,792,524,22,Apr-30,23.81,3.96,36,2,0,0,0,0,0
KM Jadhav (2014-2018),26,803,651,22,Mar-23,29.59,4.86,36.5,0,0,0,0,0,0
SK Sharma (1988-1990),22,979,813,22,May-26,36.95,4.98,44.5,0,1,0,0,0,0
PP Ojha (2008-2012),17,876,652,21,Apr-38,31.04,4.46,41.7,1,0,0,0,0,0
STR Binny (2014-2015),12,490,439,20,06-Apr,21.95,5.37,24.5,0,1,0,0,0,0
A Jadeja (1992-2000),52,1248,1094,20,03-Mar,54.7,5.25,62.4,0,0,0,0,0,0
DS Kulkarni (2014-2016),12,598,508,19,Apr-34,26.73,5.09,31.4,1,0,0,0,0,0
HH Kanitkar (1997-2000),28,1006,803,17,Feb-22,47.23,4.78,59.1,0,0,0,0,0,0
BS Sandhu (1982-1984),21,1110,763,16,Mar-27,47.68,4.12,69.3,0,0,0,0,0,0
R Vijay Bharadwaj (1999-2002),9,372,307,16,Mar-34,19.18,4.95,23.2,0,0,0,0,0,0
KD Ghavri (1975-1981),19,1033,708,15,Mar-40,47.2,4.11,68.8,0,0,0,0,0,0
SM Patil (1980-1986),20,864,589,15,Feb-28,39.26,4.09,57.6,0,0,0,0,0,0
AK Sharma (1988-1993),29,1140,875,15,Mar-41,58.33,4.6,76,0,0,0,0,0,0
L Sivaramakrishnan (1985-1987),16,756,538,15,Mar-35,35.86,4.26,50.4,0,0,0,0,0,0
D Mongia (2001-2007),21,640,571,14,Mar-31,40.78,5.35,45.7,0,0,0,0,0,0
SA Ankola (1989-1997),20,807,615,13,Mar-33,47.3,4.57,62,0,0,0,0,0,0
M Azharuddin (1985-2000),24,552,479,12,Mar-19,39.91,5.2,46,0,0,0,0,0,0
AB Dinda (2010-2013),13,594,612,12,Feb-44,51,6.18,49.5,0,0,0,0,0,0
VR Aaron (2011-2014),9,380,419,11,Mar-24,38.09,6.61,34.5,0,0,0,0,0,0
KK Ahmed (2018-2018),6,312,264,11,Mar-13,24,5.07,28.3,0,0,0,0,0,0
NM Kulkarni (1997-1998),8,402,357,11,Mar-27,32.45,5.32,36.5,0,0,0,0,0,0
AS Wassan (1990-1991),9,426,283,11,Mar-28,25.72,3.98,38.7,0,0,0,0,0,0
RR Kulkarni (1983-1987),10,444,345,10,Mar-42,34.5,4.66,44.4,0,0,0,0,0,0
RL Sanghvi (1998-1998),10,498,399,10,Mar-29,39.9,4.8,49.8,0,0,0,0,0,0
G Sharma (1985-1987),10,486,361,10,Mar-29,36.1,4.45,48.6,0,0,0,0,0,0
T Kumaran (1999-2000),8,378,348,9,Mar-24,38.66,5.52,42,0,0,0,0,0,0
S Sriram (2000-2004),8,324,274,9,Mar-43,30.44,5.07,36,0,0,0,0,0,0
AR Kapoor (1995-2000),17,900,612,8,Feb-33,76.5,4.08,112.5,0,0,0,0,0,0
RG Sharma (2007-2018),38,593,515,8,Feb-27,64.37,5.21,74.1,0,0,0,0,0,0
JD Unadkat (2013-2013),7,312,209,8,Apr-41,26.12,4.01,39,1,0,0,0,0,0
NS Yadav (1986-1987),7,330,228,8,Feb-18,28.5,4.14,41.2,0,0,0,0,0,0
S Abid Ali (1974-1975),5,336,187,7,Feb-22,26.71,3.33,48,0,0,0,0,0,0
KBJ Azad (1980-1986),11,390,273,7,Feb-48,39,4.2,55.7,0,0,0,0,0,0
SB Bangar (2002-2004),14,442,384,7,Feb-39,54.85,5.21,63.1,0,0,0,0,0,0
BS Bedi (1974-1979),10,590,340,7,Feb-44,48.57,3.45,84.2,0,0,0,0,0,0
AK Patel (1984-1985),6,360,263,7,Mar-43,37.57,4.38,51.4,0,0,0,0,0,0
BB Sran (2016-2016),6,302,269,7,Mar-56,38.42,5.34,43.1,0,0,0,0,0,0
R Sharma (2011-2012),4,206,177,6,Mar-43,29.5,5.15,34.3,0,0,0,0,0,0
SN Thakur (2017-2018),5,215,218,6,Apr-52,36.33,6.08,35.8,1,0,0,0,0,0
Jai P Yadav (2002-2005),10,396,326,6,Feb-32,54.33,4.93,66,0,0,0,0,0,0
ST Banerjee (1991-1992),6,240,202,5,Mar-30,40.4,5.05,48,0,0,0,0,0,0
A Bhandari (2000-2004),2,106,106,5,Mar-31,21.2,6,21.2,0,0,0,0,0,0
TAP Sekhar (1983-1985),4,156,128,5,Mar-23,25.6,4.92,31.2,0,0,0,0,0,0
RS Sodhi (2000-2002),14,462,365,5,Feb-31,73,4.74,92.4,0,0,0,0,0,0
MK Tiwary (2008-2015),6,132,150,5,Apr-61,30,6.81,26.4,1,0,0,0,0,0
S Venkataraghavan (1974-1983),14,868,542,5,Feb-34,108.4,3.74,173.6,0,0,0,0,0,0
T Yohannan (2002-2002),3,120,122,5,Mar-33,24.4,6.1,24,0,0,0,0,0,0
NA David (1997-1997),4,192,133,4,Mar-21,33.25,4.15,48,0,0,0,0,0,0
R Dravid (1996-2011),8,186,170,4,Feb-43,42.5,5.48,46.5,0,0,0,0,0,0
V Kohli (2008-2018),48,641,665,4,Jan-15,166.25,6.22,160.2,0,0,0,0,0,0
AM Salvi (2003-2003),4,172,120,4,Feb-15,30,4.18,43,0,0,0,0,0,0
ED Solkar (1974-1976),6,252,169,4,Feb-31,42.25,4.02,63,0,0,0,0,0,0
PS Vaidya (1995-1996),4,184,174,4,Feb-41,43.5,5.67,46,0,0,0,0,0,0
B Yograj Singh (1980-1981),5,244,186,4,Feb-44,46.5,4.57,61,0,0,0,0,0,0
HK Badani (2000-2004),9,183,149,3,01-Jul,49.66,4.88,61,0,0,0,0,0,0
Bhupinder Singh snr (1994-1994),2,102,78,3,Mar-34,26,4.58,34,0,0,0,0,0,0
BS Chandrasekhar (1976-1976),1,56,36,3,Mar-36,12,3.85,18.6,0,0,0,0,0,0
U Chatterjee (1995-1995),3,161,117,3,Feb-35,39,4.36,53.6,0,0,0,0,0,0
RS Ghai (1984-1986),6,275,260,3,Jan-38,86.66,5.67,91.6,0,0,0,0,0,0
PL Mhambrey (1996-1998),3,126,120,3,Feb-69,40,5.71,42,0,0,0,0,0,0
A Mithun (2010-2011),5,180,203,3,Feb-32,67.66,6.76,60,0,0,0,0,0,0
AT Rayudu (2013-2018),8,109,111,3,01-May,37,6.11,36.3,0,0,0,0,0,0
Sarandeep Singh (2002-2003),5,258,180,3,Feb-34,60,4.18,86,0,0,0,0,0,0
S Tyagi (2009-2010),4,165,144,3,Jan-15,48,5.23,55,0,0,0,0,0,0
SV Bahutule (1997-2003),7,294,283,2,Jan-31,141.5,5.77,147,0,0,0,0,0,0
MS Gony (2008-2008),2,78,76,2,Feb-65,38,5.84,39,0,0,0,0,0,0
SP Mukherjee (1990-1991),3,174,98,2,Jan-30,49,3.37,87,0,0,0,0,0,0
Parvez Rasool (2014-2014),1,60,60,2,Feb-60,30,6,30,0,0,0,0,0,0
WV Raman (1988-1996),7,162,170,2,Jan-23,85,6.29,81,0,0,0,0,0,0
M Venkataramana (1988-1988),1,60,36,2,Feb-36,18,3.6,30,0,0,0,0,0,0
B Arun (1986-1987),4,102,103,1,Jan-43,103,6.05,102,0,0,0,0,0,0
GK Bose (1974-1974),1,66,39,1,Jan-39,39,3.54,66,0,0,0,0,0,0
DL Chahar (2018-2018),1,24,37,1,Jan-37,37,9.25,24,0,0,0,0,0,0
R Dhawan (2016-2016),3,150,160,1,Jan-74,160,6.4,150,0,0,0,0,0,0
MS Dhoni (2004-2018),2,36,31,1,Jan-14,31,5.16,36,0,0,0,0,0,0
AD Gaekwad (1975-1987),1,48,39,1,Jan-39,39,4.87,48,0,0,0,0,0,0
D Ganesh (1997-1997),1,30,20,1,Jan-20,20,4,30,0,0,0,0,0,0
RS Gavaskar (2004-2004),2,72,74,1,Jan-56,74,6.16,72,0,0,0,0,0,0
SM Gavaskar (1974-1987),4,20,25,1,01-Oct,25,7.5,20,0,0,0,0,0,0
Joginder Sharma (2004-2007),4,150,115,1,Jan-28,115,4.6,150,0,0,0,0,0,0
VG Kambli (1991-2000),1,4,7,1,01-Jul,7,10.5,4,0,0,0,0,0,0
R Lamba (1986-1989),3,19,20,1,01-Sep,20,6.31,19,0,0,0,0,0,0
SV Manjrekar (1988-1996),3,8,10,1,01-Feb,10,7.5,8,0,0,0,0,0,0
AV Mankad (1974-1974),1,35,47,1,Jan-47,47,8.05,35,0,0,0,0,0,0
SV Nayak (1981-1982),4,222,161,1,Jan-51,161,4.35,222,0,0,0,0,0,0
S Ramesh (1999-1999),3,36,38,1,Jan-23,38,6.33,36,0,0,0,0,0,0
Randhir Singh (1981-1983),2,72,48,1,Jan-30,48,4,72,0,0,0,0,0,0
SS Raul (1998-1998),2,36,27,1,Jan-13,27,4.5,36,0,0,0,0,0,0
V Razdan (1989-1990),3,84,77,1,Jan-37,77,5.5,84,0,0,0,0,0,0
LR Shukla (1999-1999),3,114,94,1,Jan-25,94,4.94,114,0,0,0,0,0,0
RP Singh (1986-1986),2,82,77,1,Jan-58,77,5.63,82,0,0,0,0,0,0
M Vijay (2010-2015),2,36,37,1,Jan-19,37,6.16,36,0,0,0,0,0,0
Washington Sundar (2017-2017),1,60,65,1,Jan-65,65,6.5,60,0,0,0,0,0,0
J Yadav (2016-2016),1,24,8,1,01-Aug,8,2,24,0,0,0,0,0,0
Yashpal Sharma (1978-1985),8,201,199,1,Jan-27,199,5.94,201,0,0,0,0,0,0
PK Amre (1991-1994),1,2,4,0,-,-,12,-,0,0,0,0,0,0
G Gambhir (2003-2013),1,6,13,0,-,-,13,-,0,0,0,0,0,0
Gurkeerat Singh (2016-2016),3,60,68,0,-,-,6.8,-,0,0,0,0,0,0
SS Iyer (2017-2018),1,6,2,0,-,-,2,-,0,0,0,0,0,0
S Kaul (2018-2018),3,162,179,0,-,-,6.62,-,0,0,0,0,0,0
VVS Laxman (1998-2006),4,42,40,0,-,-,5.71,-,0,0,0,0,0,0
AO Malhotra (1982-1986),1,6,0,0,-,-,0,-,0,0,0,0,0,0
AM Nayar (2009-2009),1,18,17,0,-,-,5.66,-,0,0,0,0,0,0
GK Pandey (1999-1999),2,78,60,0,-,-,4.61,-,0,0,0,0,0,0
Pankaj Singh (2010-2010),1,42,45,0,-,-,6.42,-,0,0,0,0,0,0
RGM Patel (1988-1988),1,60,58,0,-,-,5.8,-,0,0,0,0,0,0
LS Rajput (1985-1987),2,42,42,0,-,-,6,-,0,0,0,0,0,0
KV Sharma (2014-2014),2,114,125,0,-,-,6.57,-,0,0,0,0,0,0
NS Sidhu (1987-1998),2,4,3,0,-,-,4.5,-,0,0,0,0,0,0
